"","article.cond","gender.cond","participant.gender","image.cond","z.interest.all","z.lead.all","z.dd.id.all","z.dd.belonging.all","z.dd.threat.all","z.dd.challenge.all","z.selfeff.all","z.pj.fit.all","z.confidence.all","interest.all","lead.all","dd.id.all","dd.belonging.all","dd.threat.all","dd.challenge.all","selfeff.all","pj.fit.all","confidence.all","interest_2","interest_3","interest_5","interest_6","interest_7","interest_8","interest_10","interest_11","interest_13","interest_15","interest_16","interest_18","interest_1R","interest_4R","interest_9R","interest_12R","interest_14R","interest_17R","lead_1","lead_2","lead_3","lead_4","lead_5","lead_6","dd.important","dd.useful","dd.care","dd.school_11","dd.school_12","dd.school_13R","dd.school_14R","dd.school_1","dd.school_2","dd.school_3","dd.school_4","dd.school_5","dd.school_6","dd.school_7","dd.school_8","dd.school_9","dd.school_10","dd.graduate","dd.prof","selfeff_1","selfeff_3","selfeff_2R","selfeff_4R","pj.fit_1","pj.fit_2","pj.fit_3","pj.fit_4","pj.fit_5","confidence_1","confidence_2","confidence_3","gender.belief_1","gender.belief_2","gender.belief_3","interest.rep.items","selfeff.interest.rep.items","age","race.cat.collapse"
"201","shell","Female scientist","Men","Not pictured",-0.570402636472501,-0.645506771039189,-0.319938524187914,-0.0256276899914305,0.44681576356994,-0.462175961154842,-1.53919729265498,-0.327316957037202,-1.3901415150464,5.61111111111111,5.66666666666667,6,5,6,4.8,3.5,5.2,4,6,7,5,5,6,7,2,6,4,6,6,6,6,6,6,6,5,6,6,6,6,6,5,5,6,6,6,4,6,5,5,6,6,6,6,6,5,5,5,5,4,6,6,3,3,5,3,6,6,6,4,4,4,4,4,7,7,7,4.45,5.66666666666667,18,"White"
"202","shell","Male scientist","Women","Pictured",-2.71265732866144,-1.5358609379898,-2.77239504419869,-0.791041364402147,-1.19476580914825,-0.810753117042668,-1.04991603406267,-2.08416196605477,-0.818430928687048,4.05555555555556,4.83333333333333,4,4,3.8,4.4,4,3.2,4.66666666666667,4,3,4,3,3,4,4,6,5,4,5,4,4,3,5,3,5,4,6,5,4,5,4,5,4,5,3,4,5,4,3,4,3,3,4,5,5,5,4,5,3,3,4,4,5,3,4,4,4,3,3,2,6,5,3,6,4,6,4.15,4,19,"Black/African American"
"203","genes","Male scientist","Women","Pictured",-1.48851179026776,-1.17971927120955,-0.728681277523043,-0.0256276899914305,-0.299357678574691,-0.287887383210928,-1.29455666335883,-0.503001457938959,-1.10428622186672,4.94444444444444,5.16666666666667,5.66666666666667,5,5,5,3.75,5,4.33333333333333,5,5,5,5,5,5,6,6,5,3,5,5,5,5,6,5,3,5,5,5,6,5,5,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,2,5,3,5,6,6,6,3,4,5,5,3,8,8,8,4.4,5,18,"White"
"204","against","Male scientist","Women","Pictured",-2.55963913636223,-3.13849843850089,-3.99862330420408,-0.982394783004826,-1.79170456286395,-2.03077316265006,-1.04991603406267,-1.38142396244774,-2.5335626877651,4.16666666666667,3.33333333333333,3,3.75,3,3,4,4,2.66666666666667,3,4,4,5,5,4,3,3,3,4,5,4,5,5,5,5,5,3,3,3,3,3,5,3,3,3,3,3,3,5,4,3,3,3,4,2,2,2,4,4,3,3,4,3,4,5,4,4,3,4,5,4,3,2,3,3,3,3,3.9,3.73333333333333,20,"Asian"
"205","against","Female scientist","Women","Pictured",0.0416701327243387,0.0667765625212955,0.0888042291472151,0.739785984419286,1.19298920571457,-0.985041694986581,-0.315994146174202,0.375421046569826,0.324990244031655,6.05555555555556,6.33333333333333,6.33333333333333,6,7,4.2,4.75,6,6,6,6,6,6,6,7,7,5,6,6,6,6,6,6,6,6,6,6,7,7,6,6,6,6,6,6,7,6,6,6,6,7,7,7,7,7,5,3,5,5,3,5,7,5,6,2,6,6,6,6,6,6,6,6,6,6,8,8,4.85,5.66666666666667,18,"White"
"206","against","Male scientist","Men","Pictured",0.0416701327243387,0.600989062691659,0.906289735817475,-0.408334527196789,1.04375451728564,-1.15933027293049,-0.560634775470358,-0.503001457938959,-0.532575635507372,6.05555555555556,6.83333333333333,7,4.5,6.8,4,4.5,5,5,6,6,6,6,6,7,6,6,5,3,6,6,6,6,7,7,7,7,7,7,7,7,7,6,7,7,7,5,5,3,5,7,7,7,6,7,4,4,5,5,2,2,7,5,7,3,3,5,5,5,5,5,5,5,5,8,8,8,4.65,5.93333333333333,18,"Asian"
"207","shell","Female scientist","Women","Pictured",0.500724709621969,0.779059896081781,0.0888042291472151,-0.791041364402147,0.745285140427792,0.583555506508638,-0.805275404766514,0.375421046569826,0.324990244031655,6.38888888888889,7,6.33333333333333,4,6.4,6,4.25,6,6,6,6,6,6,6,7,7,6,6,5,6,7,6,7,7,7,7,7,7,7,7,7,7,7,6,7,6,5,4,3,4,7,6,7,6,6,6,6,6,6,6,4,7,5,5,2,5,6,6,6,6,6,6,6,6,8,8,8,4.85,6.26666666666667,20,"Black/African American"
"208","genes","Female scientist","Men","Pictured",-0.187857155724475,-0.289365104258947,-0.319938524187914,-0.21698110859411,0.148346386712087,0.234978350620811,-0.0713535168780458,0.375421046569826,0.324990244031655,5.88888888888889,6,6,4.75,5.6,5.6,5,6,6,6,6,6,6,6,6,6,6,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,3,6,6,6,5,5,6,6,6,5,5,5,7,6,5,3,6,6,6,6,6,6,6,6,6,7,8,7,4.7,5.73333333333333,20,"Asian"
"209","shell","Female scientist","Women","Pictured",1.11279747881881,0.779059896081781,0.906289735817475,0.931139403021965,0.148346386712087,1.10642124034038,1.15184962960273,-0.327316957037202,1.18255612357068,6.83333333333333,7,7,6.25,5.6,6.6,6.25,5.2,7,7,7,7,7,7,7,7,7,7,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,7,7,7,2,5,6,7,7,7,6,7,7,7,6,5,7,3,6,3,7,7,7,7,7,6,8,8,5.05,6.4,19,"White"
"210","against","Male scientist","Women","Not pictured",1.26581567111802,0.779059896081781,0.906289735817475,-0.791041364402147,-1.79170456286395,1.28070981828429,1.39649025889889,1.07815905017685,1.18255612357068,6.94444444444444,7,7,4,3,6.8,6.5,6.8,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,6,1,5,1,2,7,7,7,6,7,1,7,6,6,7,7,7,7,7,6,7,7,7,7,7,7,7,5.15,6.53333333333333,22,"Asian"
"211","genes","Female scientist","Women","Pictured",-0.0348389634252659,-0.289365104258947,-0.319938524187914,-1.17374820160751,0.297581075141013,-0.462175961154842,-0.560634775470358,0.375421046569826,0.324990244031655,6,6,6,3.5,5.8,4.8,4.5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,4,4,3,6,6,6,5,6,6,4,5,5,4,5,6,5,5,3,5,6,6,6,6,6,6,6,6,7,7,7,4.8,5.4,20,"All other races"
"212","genes","Male scientist","Women","Pictured",0.194688325023549,0.779059896081781,0.0888042291472151,0.548432565816607,1.19298920571457,-0.462175961154842,0.417927741714266,0.375421046569826,0.324990244031655,6.16666666666667,7,6.33333333333333,5.75,7,4.8,5.5,6,6,6,6,6,6,6,7,7,5,6,5,6,6,6,6,7,6,7,7,7,7,7,7,7,7,6,6,7,5,6,6,6,7,7,7,7,7,6,5,5,5,3,1,6,6,6,5,5,6,6,6,6,6,6,6,6,8,8,8,4.8,5.86666666666667,18,"Asian"
"213","shell","Male scientist","Men","Pictured",1.34232476726762,0.779059896081781,0.906289735817475,1.12249282162464,0.894519828856718,0.757844084452551,0.17328711241811,1.25384355107861,1.18255612357068,7,7,7,6.5,6.6,6.2,5.25,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,7,7,7,7,7,5,7,6,6,5,7,5,4,5,7,7,7,7,7,7,7,7,7,6,8,8,5.2,6.6,18,"Asian"
"214","against","Female scientist","Men","Pictured",1.18930657496841,0.779059896081781,0.906289735817475,1.50519965883,-3.28405144715321,1.4549983962282,1.8857715174912,1.25384355107861,1.18255612357068,6.88888888888889,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,2,8,5.1,6.46666666666667,22,"Asian"
"215","shell","Male scientist","Men","Pictured",-0.570402636472501,0.779059896081781,0.0888042291472151,-2.32186871322358,1.19298920571457,-3.07650463031354,-1.78383792195114,-0.503001457938959,-3.10527327412446,5.61111111111111,7,6.33333333333333,2,7,1.8,3.25,5,2,5,5,5,5,5,7,7,5,5,2,5,6,6,5,7,7,7,7,7,7,7,7,7,7,5,7,7,2,2,2,2,7,7,7,7,7,2,2,2,2,1,6,7,1,6,3,3,5,5,5,5,5,2,2,2,8,8,8,4.45,5.6,19,"All other races"
"216","genes","Male scientist","Women","Pictured",0.0416701327243387,-0.289365104258947,-0.319938524187914,-0.599687945799468,-0.000888301716838511,-1.15933027293049,0.17328711241811,-0.327316957037202,0.324990244031655,6.05555555555556,6,6,4.25,5.4,4,5.25,5.2,6,6,6,6,6,7,7,6,6,5,5,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,7,5,6,5,4,2,6,6,6,4,5,6,3,5,4,2,6,7,5,5,5,6,6,5,6,4,5,6,6,6,4,8,8,4.8,5.73333333333333,19,"White"
"217","against","Female scientist","Men","Pictured",0.500724709621969,0.779059896081781,0.0888042291472151,1.31384624022732,-0.150122990145765,0.583555506508638,-0.0713535168780458,0.72679004837334,0.324990244031655,6.38888888888889,7,6.33333333333333,6.75,5.2,6,5,6.4,6,6,6,6,6,7,7,7,6,6,5,6,6,7,7,7,7,7,6,7,7,7,7,7,7,6,7,6,7,7,6,7,7,5,7,2,5,7,6,6,6,5,6,7,6,6,2,6,6,6,6,7,7,6,6,6,7,7,8,4.8,5.93333333333333,21,"White"
"218","against","Male scientist","Men","Not pictured",-0.264366251874081,-1.71393177137992,0.0888042291472151,1.50519965883,-1.19476580914825,0.583555506508638,-0.0713535168780458,0.375421046569826,0.610845537211331,5.83333333333333,4.66666666666667,6.33333333333333,7,3.8,6,5,6,6.33333333333333,6,6,7,6,6,6,6,5,6,4,6,7,6,7,3,6,5,7,6,6,5,2,4,5,6,6,7,7,7,7,7,6,3,5,3,2,6,6,6,6,6,7,5,5,5,6,4,6,6,7,5,6,7,6,6,6,8,8,4.7,5.4,18,"All other races"
"219","shell","Male scientist","Women","Not pictured",0.577233805771573,0.779059896081781,0.497546982482345,0.739785984419286,-0.448592367003617,0.932132662396465,0.662568371010422,-0.151632456135445,0.324990244031655,6.44444444444444,7,6.66666666666667,6,4.8,6.4,5.75,5.4,6,6,6,6,6,6,7,7,7,7,5,6,6,7,7,6,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,5,6,3,4,6,6,7,7,6,6,5,6,6,5,6,6,6,5,5,5,6,6,6,8,8,8,4.85,6.26666666666667,19,"Asian"
"220","genes","Female scientist","Women","Not pictured",-1.56502088641736,-0.467435937649068,-0.319938524187914,-1.17374820160751,1.19298920571457,-3.77365894208919,-3.25168169772807,-2.7868999696618,-2.81941798094478,4.88888888888889,5.83333333333333,6,3.5,7,1,1.75,2.4,2.33333333333333,6,5,5,4,6,7,5,5,2,7,6,3,3,5,4,3,7,5,6,6,5,6,6,6,6,6,6,7,2,2,3,7,7,7,7,7,1,1,1,1,1,1,6,2,3,1,1,2,2,2,3,3,5,1,1,7,8,6,4.5,4.46666666666667,18,"White"
"221","genes","Female scientist","Men","Not pictured",-0.41738444417329,-0.289365104258947,-0.319938524187914,-0.791041364402147,0.44681576356994,0.583555506508638,0.17328711241811,-0.327316957037202,-0.532575635507372,5.72222222222222,6,6,4,6,6,5.25,5.2,5,6,6,6,6,6,6,6,6,6,5,6,6,3,5,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,4,2,6,6,6,6,6,6,6,6,6,6,4,6,5,6,5,5,6,5,5,5,5,5,5,5,7,7,7,4.95,5.53333333333333,18,"Asian"
"222","against","Male scientist","Men","Pictured",0.347706517322758,-0.289365104258947,0.0888042291472151,0.548432565816607,-0.000888301716838511,0.0606897726768983,0.417927741714266,-0.854370459742473,0.610845537211331,6.27777777777778,6,6.33333333333333,5.75,5.4,5.4,5.5,4.6,6.33333333333333,6,7,6,6,6,7,6,6,6,4,6,6,7,7,7,7,6,7,7,6,6,5,6,6,6,6,7,7,6,5,5,7,6,6,2,6,5,6,6,5,5,5,6,5,5,6,6,5,5,5,4,4,6,7,6,8,8,8,4.65,5.86666666666667,18,"Asian"
"223","genes","Female scientist","Men","Not pictured",1.34232476726762,0.779059896081781,0.906289735817475,1.50519965883,-0.299357678574691,1.4549983962282,1.8857715174912,1.25384355107861,1.18255612357068,7,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,7,7,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,5.2,6.6,19,"Asian"
"224","genes","Male scientist","Men","Pictured",1.11279747881881,0.779059896081781,0.906289735817475,0.357079147213928,-0.150122990145765,1.28070981828429,0.907209000306579,1.25384355107861,1.18255612357068,6.83333333333333,7,7,5.5,5.2,6.8,6,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,5,6,6,5,7,6,6,2,5,7,7,7,7,6,5,7,6,6,6,6,7,7,7,7,7,7,7,7,8,8,8,5.1,6.6,20,"White"
"225","shell","Male scientist","Men","Not pictured",1.26581567111802,0.600989062691659,0.906289735817475,0.548432565816607,-0.747061743861469,1.10642124034038,1.8857715174912,1.07815905017685,1.18255612357068,6.94444444444444,6.83333333333333,7,5.75,4.4,6.6,7,6.8,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,2,6,5,5,1,5,7,7,6,7,6,6,7,7,7,7,7,6,7,7,7,7,7,7,7,7,8,7,5.15,6.46666666666667,18,"Asian"
"226","shell","Male scientist","Women","Pictured",0.118179228873943,0.779059896081781,0.497546982482345,-0.21698110859411,-0.448592367003617,-1.15933027293049,0.417927741714266,-0.503001457938959,-0.532575635507372,6.11111111111111,7,6.66666666666667,4.75,4.8,4,5.5,5,5,6,6,6,5,7,7,7,7,6,5,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,6,7,5,5,5,4,6,5,5,5,3,4,4,4,4,4,7,6,5,6,5,6,5,5,5,5,5,5,5,5,7,7,7,4.9,5.8,19,"Asian"
"227","against","Male scientist","Women","Pictured",0.883270190369993,0.779059896081781,0.906289735817475,0.931139403021965,-0.896296432290395,1.10642124034038,1.39649025889889,1.25384355107861,1.18255612357068,6.66666666666667,7,7,6.25,4.2,6.6,6.5,7,7,7,7,7,6,7,7,7,6,7,4,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,7,7,5,5,2,2,6,7,6,7,7,6,7,7,6,7,6,7,7,7,7,7,7,7,7,8,8,8,4.9,6.33333333333333,19,"Asian"
"228","shell","Male scientist","Women","Pictured",0.424215613472363,0.244847395911417,0.497546982482345,-0.408334527196789,0.44681576356994,0.409266928564724,0.417927741714266,-0.327316957037202,-0.532575635507372,6.33333333333333,6.5,6.66666666666667,4.5,6,5.8,5.5,5.2,5,6,7,6,6,6,7,6,6,6,5,6,7,6,6,7,7,7,7,7,7,7,6,6,6,6,7,7,6,6,3,3,6,6,6,6,6,6,6,6,6,5,5,7,6,5,5,6,5,5,6,5,5,5,5,5,7,7,8,4.85,5.8,19,"Asian"
"229","genes","Female scientist","Men","Pictured",1.26581567111802,0.779059896081781,0.906289735817475,0.548432565816607,1.19298920571457,0.0606897726768983,0.907209000306579,0.551105547471583,0.896700830391007,6.94444444444444,7,7,5.75,7,5.4,6,6.2,6.66666666666667,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,5,5,7,7,7,7,7,7,7,4,4,5,7,3,7,6,7,6,5,7,7,7,5,5,7,6,7,8,8,8,5.15,6.26666666666667,18,"Asian"
"230","against","Female scientist","Men","Not pictured",-1.25898450181894,-0.111294270868825,-0.319938524187914,-0.408334527196789,0.148346386712087,0.757844084452551,0.662568371010422,-0.151632456135445,1.18255612357068,5.11111111111111,6.16666666666667,6,4.5,5.6,6.2,5.75,5.4,7,5,5,5,5,5,7,6,6,5,5,5,5,5,5,2,7,4,5,5,5,7,7,7,6,7,7,4,5,6,4,3,6,7,5,3,7,7,7,7,6,4,1,3,7,7,3,6,5,7,6,5,4,7,7,7,8,8,8,4.6,4.93333333333333,19,"White"
"231","genes","Male scientist","Men","Pictured",-0.0348389634252659,-1.00164843781943,0.0888042291472151,0.548432565816607,-0.896296432290395,0.583555506508638,0.417927741714266,0.375421046569826,0.324990244031655,6,5.33333333333333,6.33333333333333,5.75,4.2,6,5.5,6,6,6,6,6,6,6,7,5,6,6,5,5,5,7,7,6,7,6,6,6,6,5,5,5,5,6,7,6,5,6,6,6,5,5,4,4,3,6,6,6,6,6,3,6,6,5,5,6,6,6,6,6,6,6,6,6,8,6,7,4.55,5.53333333333333,18,"Asian"
"232","shell","Male scientist","Women","Not pictured",-0.264366251874081,-0.289365104258947,0.0888042291472151,-1.93916187601822,1.19298920571457,0.409266928564724,-0.805275404766514,0.72679004837334,-0.532575635507372,5.83333333333333,6,6.33333333333333,2.5,7,5.8,4.25,6.4,5,5,5,6,6,6,6,6,5,5,4,6,6,6,6,7,7,7,6,6,6,6,6,6,6,6,6,7,3,3,2,2,7,7,7,7,7,5,6,6,6,6,5,5,5,5,3,4,7,7,6,6,6,5,5,5,7,8,8,4.6,5.06666666666667,18,"Black/African American"
"233","genes","Male scientist","Women","Not pictured",-0.41738444417329,-0.289365104258947,-0.728681277523043,-1.17374820160751,1.19298920571457,-2.03077316265006,-1.04991603406267,-0.678685958840716,-2.24770739458543,5.72222222222222,6,5.66666666666667,3.5,7,3,4,4.8,3,5,5,6,6,4,6,6,6,6,5,6,5,6,6,6,6,7,6,6,6,6,6,6,6,5,6,6,3,4,4,3,7,7,7,7,7,3,3,3,3,3,6,7,3,5,4,4,5,4,5,5,5,3,3,3,7,7,7,4.6,5.4,18,"White"
"234","genes","Female scientist","Men","Pictured",-0.570402636472501,-0.289365104258947,-0.319938524187914,-0.791041364402147,-0.299357678574691,0.583555506508638,-0.0713535168780458,-0.327316957037202,-0.532575635507372,5.61111111111111,6,6,4,5,6,5,5.2,5,6,6,6,6,6,2,6,6,5,5,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,3,3,6,5,5,5,4,6,6,6,6,6,6,7,5,5,5,5,5,5,5,6,5,5,5,5,7,7,7,4.45,5.73333333333333,19,"All other races"
"235","shell","Male scientist","Men","Pictured",0.424215613472363,0.600989062691659,0.0888042291472151,-0.21698110859411,-0.299357678574691,0.409266928564724,0.907209000306579,0.375421046569826,0.324990244031655,6.33333333333333,6.83333333333333,6.33333333333333,4.75,5,5.8,6,6,6,7,6,6,7,6,7,6,6,6,6,6,6,7,7,6,6,7,6,7,7,7,7,7,6,6,7,6,6,6,4,3,6,5,5,5,4,6,6,6,6,5,6,7,6,6,6,6,6,6,6,6,6,6,6,6,8,8,8,4.8,5.6,19,"All other races"
"236","shell","Male scientist","Men","Not pictured",1.34232476726762,0.779059896081781,0.906289735817475,1.12249282162464,-1.94093925129288,0.583555506508638,0.907209000306579,1.25384355107861,1.18255612357068,7,7,7,6.5,2.8,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,7,6,2,2,2,2,6,6,6,6,6,6,7,4,7,7,6,7,7,7,7,7,7,7,7,7,7,7,5.2,6.66666666666667,19,"Asian"
"237","shell","Male scientist","Men","Not pictured",1.34232476726762,0.779059896081781,0.906289735817475,-0.791041364402147,-2.38864331657966,1.4549983962282,0.417927741714266,1.25384355107861,1.18255612357068,7,7,7,4,2.2,7,5.5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,7,1,1,1,1,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,8,8,8,5.2,7,19,"Asian"
"238","genes","Female scientist","Women","Not pictured",-0.264366251874081,-0.289365104258947,-0.319938524187914,-0.0256276899914305,0.596050451998866,0.932132662396465,0.907209000306579,0.375421046569826,0.324990244031655,5.83333333333333,6,6,5,6.2,6.4,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,7,5,4,4,7,7,7,5,5,7,7,6,6,6,4,7,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,4.7,5.6,18,"Asian"
"239","genes","Female scientist","Women","Pictured",0.883270190369993,0.779059896081781,-0.319938524187914,0.931139403021965,1.19298920571457,-0.287887383210928,-0.805275404766514,-1.5571084633495,-1.10428622186672,6.66666666666667,7,6,6.25,7,5,4.25,3.8,4.33333333333333,6,7,6,7,7,7,7,7,6,7,7,7,5,7,6,7,7,7,7,7,7,7,7,7,5,6,7,6,7,6,6,7,7,7,7,7,5,5,6,6,3,6,6,5,6,1,5,5,5,3,3,3,5,5,3,7,8,8,5.2,6,19,"White"
"240","shell","Male scientist","Men","Not pictured",0.883270190369993,0.779059896081781,0.906289735817475,1.50519965883,-2.98558207029536,1.4549983962282,1.64113088819505,1.25384355107861,1.18255612357068,6.66666666666667,7,7,7,1.4,7,6.75,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,1,1,1,1,7,7,7,7,7,1,7,6,7,7,7,7,7,7,7,7,7,7,7,8,8,8,4.9,6.26666666666667,21,"White"
"241","shell","Male scientist","Men","Pictured",-0.72342082877171,-0.289365104258947,-0.728681277523043,-0.982394783004826,0.44681576356994,-0.810753117042668,-0.560634775470358,-1.38142396244774,-1.10428622186672,5.5,6,5.66666666666667,3.75,6,4.4,4.5,4,4.33333333333333,5,6,6,5,5,7,6,6,4,5,6,6,5,6,5,6,5,5,6,6,6,6,6,6,5,6,6,5,3,3,4,6,6,6,6,6,4,5,5,5,3,4,5,5,5,3,5,4,4,4,4,4,4,5,4,8,8,8,4.65,5.13333333333333,21,"White"
"242","against","Female scientist","Men","Pictured",0.424215613472363,0.779059896081781,0.906289735817475,1.12249282162464,-2.68711269343751,1.4549983962282,1.8857715174912,1.25384355107861,1.18255612357068,6.33333333333333,7,7,6.5,1.8,7,7,7,7,7,7,7,7,7,1,7,7,7,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,5,1,1,1,1,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,4.6,6,19,"White"
"243","genes","Male scientist","Men","Pictured",-0.72342082877171,-0.645506771039189,-1.13742403085817,0.739785984419286,0.44681576356994,0.583555506508638,-1.04991603406267,-0.503001457938959,0.324990244031655,5.5,5.66666666666667,5.33333333333333,6,6,6,4,5,6,6,6,6,6,5,6,5,5,5,6,6,5,6,6,5,5,5,5,6,6,7,7,4,4,5,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,2,6,3,5,5,5,5,5,5,6,6,6,8,8,8,4.55,4.13333333333333,19,"White"
"244","shell","Male scientist","Men","Pictured",0.653742901921178,0.779059896081781,0.906289735817475,1.50519965883,-0.747061743861469,1.4549983962282,1.8857715174912,1.25384355107861,1.18255612357068,6.5,7,7,7,4.4,7,7,7,7,7,7,7,7,7,1,7,7,7,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,4,3,5,4,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,8,7,7,4.75,6.4,19,"All other races"
"245","against","Female scientist","Women","Pictured",-0.340875348023686,-0.289365104258947,0.0888042291472151,-1.55645503881286,-0.000888301716838511,-0.113598805267015,0.17328711241811,-1.03005496064423,0.0391349508519797,5.77777777777778,6,6.33333333333333,3,5.4,5.2,5.25,4.4,5.66666666666667,5,5,6,6,5,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,3,3,3,3,6,6,5,5,5,6,6,5,5,4,4,6,5,6,5,5,4,4,4,5,5,5,6,6,7,7,7,4.7,5.73333333333333,19,"White"
"246","shell","Male scientist","Men","Pictured",0.883270190369993,0.779059896081781,0.906289735817475,1.12249282162464,-0.000888301716838511,0.583555506508638,0.662568371010422,1.25384355107861,1.18255612357068,6.66666666666667,7,7,6.5,5.4,6,5.75,7,7,7,6,7,7,7,7,7,7,6,5,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,7,6,6,6,4,5,6,6,6,6,6,3,7,6,6,5,6,7,7,7,7,7,7,7,7,6,8,8,4.95,6.4,19,"Asian"
"247","against","Male scientist","Women","Pictured",1.34232476726762,0.779059896081781,0.906289735817475,0.739785984419286,-0.150122990145765,-0.810753117042668,0.907209000306579,1.25384355107861,1.18255612357068,7,7,7,6,5.2,4.4,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,7,6,7,1,5,5,3,4,5,5,6,7,7,5,7,5,7,7,7,7,7,7,7,7,7,8,8,5.2,6.73333333333333,18,"White"
"248","against","Female scientist","Women","Not pictured",0.347706517322758,0.422918229301539,-0.319938524187914,0.739785984419286,0.44681576356994,-0.287887383210928,-1.04991603406267,-0.503001457938959,-0.532575635507372,6.27777777777778,6.66666666666667,6,6,6,5,4,5,5,5,7,5,6,7,7,7,7,6,5,6,7,6,7,6,6,7,6,7,7,7,5,7,7,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,6,7,5,5,3,3,5,5,5,5,5,5,5,5,8,8,8,4.9,4.46666666666667,18,"All other races"
"249","shell","Female scientist","Men","Pictured",1.11279747881881,0.779059896081781,0.906289735817475,0.165725728611249,-1.04553112071932,0.583555506508638,1.8857715174912,1.25384355107861,1.18255612357068,6.83333333333333,7,7,5.25,4,6,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,6,5,5,7,4,5,2,2,6,6,6,6,6,5,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,5.05,6.4,21,"White"
"250","genes","Male scientist","Women","Pictured",0.194688325023549,-0.645506771039189,-0.728681277523043,0.548432565816607,0.894519828856718,-0.636464539098755,0.17328711241811,-0.503001457938959,0.610845537211331,6.16666666666667,5.66666666666667,5.66666666666667,5.75,6.6,4.6,5.25,5,6.33333333333333,6,6,6,5,5,7,7,7,6,6,6,5,7,7,7,7,5,6,6,6,6,6,5,5,6,6,5,4,6,6,7,7,7,7,6,6,6,5,5,5,2,6,6,6,6,3,6,5,5,5,5,5,7,6,6,6,8,8,4.7,5.8,19,"White"
"251","against","Male scientist","Men","Pictured",-0.111348059574871,0.779059896081781,-1.13742403085817,0.931139403021965,0.297581075141013,-0.287887383210928,0.17328711241811,0.375421046569826,1.18255612357068,5.94444444444444,7,5.33333333333333,6.25,5.8,5,5.25,6,7,6,7,6,6,6,7,6,5,6,4,6,6,7,6,5,6,6,6,7,7,7,7,7,7,5,6,5,7,6,6,6,7,6,6,5,5,6,5,5,5,4,5,6,5,6,4,6,6,6,6,6,6,7,7,7,8,8,8,4.65,5.6,19,"White"
